id,keywords,year,_title,_creation,_artist,_collection,_sitelinks
Q3119110,"cemetery, chestnut hair, chignon, cloud, décolletage, ear, eyebrow, gaze, orphan, shirt, shoulder, sky, sunset, twilight, waist-length hair, woman",1820,Orphan Girl at the Cemetery,1824,Eugène Delacroix,Department of Paintings of the Louvre,16
Q3137278,Marie-Clotilde-Inès Moitessier,1850,Madame Moitessier,1856,Jean-Auguste-Dominique Ingres,National Gallery,16
Q3173195,"Abraham Clark, Arthur Middleton, Benjamin Franklin, Benjamin Harrison V, Benjamin Rush, Carter Braxton, Charles Carroll of Carrollton, Charles Thomson, Committee of Fourteen, Edward Rutledge, Elbridge Gerry, Francis Hopkinson, Francis Lewis, George Clinton, George Clymer, George Read, George Walton, George Washington, James Wilson, John Adams, John Dickinson, John Witherspoon, Joseph Hewes, Josiah Bartlett, Lewis Morris, Oliver Wolcott, Philip Livingston, Q272774, Richard Henry Lee, Richard Stockton, Robert Morris, Robert R. Livingston, Robert Treat Paine, Roger Sherman, Samuel Adams, Samuel Chase, Samuel Huntington, Stephen Hopkins, Thomas Heyward, Jr., Thomas Jefferson, Thomas Lynch, Thomas McKean, Thomas Willing, William Ellery, William Floyd, William Hooper, William Paca, William Whipple, William Williams, carpet, chair, door, hat, man, paper, quill, table",1810,Declaration of Independence,1810,John Trumbull,United States Capitol,16
Q3181999,"Greece, Missolonghi, belt, black hair, cleavage, corpse, décolletage, fatherland, kneeling, personification, private, ruins, soldier, turban, waist-length hair, woman",1820,Greece on the Ruins of Missolonghi,1826,Eugène Delacroix,Musée des Beaux-Arts de Bordeaux,16
Q2203011,"Death, bed, chest, miser",1500,Death and the Miser,1500-1510,Hieronymus Bosch,National Gallery of Art,16
Q2225699,"Flora, Saskia van Uylenburgh, dress, earring, standing, waist-length hair, walking stick, woman, wreath",1630,Flora,1634,Rembrandt,Hermitage Museum,16
Q3206722,"Romani people, black, black hair, bodice, cleavage, dress, décolletage, eyebrow, shirt, smile, waist-length hair, woman",1620,La Bohémienne,1628,Frans Hals,Department of Paintings of the Louvre,16
Q3234845,"A Sunday Afternoon on the Island of La Grande Jatte, nude, nudity, sitting, standing, stocking, woman",1880,Les Poseuses,1886,Georges Seurat,Barnes Foundation,16
Q3373691,"body of water, house, ice, ice skating, sky, snow, tree, winter",1600,Winter landscape with skaters,1600-1700,Hendrick Avercamp,Rijksmuseum,16
Q3607521,,1890,At the Moulin Rouge,1892-1895,Henri de Toulouse-Lautrec,Art Institute of Chicago,16
Q3633456,"Suzanne Valadon, couple, folk dance, glove, man, plant, woman",1880,Dance in the City,1883,Pierre-Auguste Renoir,Musée d'Orsay,16
Q3772184,"Q3150760, amputated part, beggar, clothing, crutch, poverty, street",1560,The Beggars,1568,Pieter Brueghel the Elder,Department of Paintings of the Louvre,16
Q3829156,,1900,The Three Ages of the Woman,1905,Gustav Klimt,Galleria Nazionale d'Arte Moderna e Contemporanea di Roma,16
Q3940915,Romulus and Remus,1610,Romulus and Remus,1615,Peter Paul Rubens,Capitoline Museums,16
Q3978274,"Susanna, nudity, sexual harassment, washing, woman",1610,Susanna and the Elders,1610,Artemisia Gentileschi,Schloss Weißenstein,16
Q4062416,"gaze towards the viewer, girl",1910,Alice,1918,Amedeo Modigliani,Statens Museum for Kunst,16
Q4188993,Merlin,1870,The Beguiling of Merlin,1872,Edward Burne-Jones,Lady Lever Art Gallery,16
Q4448822,"Mary Magdalene, book, human skull, jar, mortification of the flesh, waist-length hair, woman",1560,Penitent Magdalene,1561-1565,Titian,Hermitage Museum,16
Q5332757,"Chignon, Echo, Hedera, Narcissus, areola, arrow, barefoot, black hair, body of water, bow, clothing in the ancient world, cloud, couple, drapery, female breast, fibula, flower, forest, gaze, grass, height, laurel wreath, leaf, lying, male toplessness, man, meander, mirror image, mushroom, narcissus, part, plain, quiver, red hair, rock, rural area, shore, shoulder, sitting, sky, specular reflection, straw hat, toe, toplessness, tree, trunk, waist-length hair, water lily, watercourse, woman",1900,Echo and Narcissus,1903,John William Waterhouse,Walker Art Gallery,16
Q731639,"coffee, drink, sitting, woman",1870,The Plum,1878,Édouard Manet,National Gallery of Art,15
Q666982,peasant,1560,The Peasant and the Nest Robber,1568,Pieter Brueghel the Elder,Kunsthistorisches Museum,15
Q95562,folk dance,1560,The Peasant Dance,1568,Pieter Brueghel the Elder,Kunsthistorisches Museum,15
Q766212,"back, body of water, broad-leaved tree, brown hair, buttocks, contrapposto, diving, dog, forest, grass, half reclining, intergluteal cleft, man, meadow, nude swimming, nudity, red hair, rural area, shore, sitting, sky, specular reflection, swimming, walrus moustache",1880,Swimming,1885,Thomas Eakins,Amon Carter Museum of American Art,15
Q835286,"Cupid, Mars, Venus, back, clothed male, naked female, navel, nudity, sitting, woman",1820,Mars Being Disarmed by Venus,1824,Jacques-Louis David,Royal Museums of Fine Arts of Belgium,15
Q873639,"bird, bird trap, body of water, child, church building, curling, ice, ice skating, skating sled, sky, snow, winter",1560,Winter Landscape with a Bird Trap,1565,Pieter Brueghel the Elder,Royal Museums of Fine Arts of Belgium,15
Q958245,"Emma Madox Brown, White Cliffs of Dover, boat, emigrant, infant, umbrella",1850,The Last of England,1852-1855,Ford Madox Brown,Birmingham Museums Trust,15
Q571416,"Isabella Brant, Lonicera, Peter Paul Rubens, arbor, gaze towards the viewer, marriage, sword",1600,Rubens and Isabella Brant in the honeysuckle bower,1609-1610,Peter Paul Rubens,Alte Pinakothek,15
Q2420918,"Christ Child, Mary, boy, mother, woman",1510,Madonna of the Rose,1517,Raphael,Museo del Prado,15
Q2427320,"Christ Child, Holy Family, Joseph, Mary, bed, pillow, veil",1500,Madonna of Loreto,1509-1600,Raphael,Borghese Collection,15
Q2255224,Laocoön,1610,Laocoön,1610-1614,El Greco,National Gallery of Art,15
Q2267440,,1670,A Young Woman seated at a Virginal,1670-1672,Johannes Vermeer,National Gallery,15
Q2273943,"Christ Child, Mary, adoration of the Magi, boy, woman",1610,Adoration of the Magi,1619,Diego Velázquez,Museo del Prado,15
Q2059447,"huik, man, orb, thief",1560,The Misanthrope,1568,Pieter Brueghel the Elder,Museo di Capodimonte,15
Q1387483,Day of Judgment,1500,The Last Judgment,1504-1506,Hieronymus Bosch,Academy of Fine Arts Vienna,15
Q644106,"Florence Dumaresq Boit, Imari ware, Jane Hubbard Boit, Julia Overing Boit, Mary Louisa Boit, Vase with decoration of birds and flowers, composition doll, jumper, oriental rug, parquetry",1880,The Daughters of Edward Darley Boit,1882,John Singer Sargent,Museum of Fine Arts Boston,15
Q1757920,"Crown of thorns, Jesus, door, lantern, man",1850,The Light of the World,1853,William Holman Hunt,Keble College,15
Q1803755,"Christ Child, Mary, boy, woman",1560,Landscape with the Flight into Egypt,1563,Pieter Brueghel the Elder,Courtauld Gallery,15
Q1813497,"Christ Child, John the Baptist, Mary, Richard II of England, boy, woman",1390,Wilton Diptych,1395-1399,http://www.wikidata.org/.well-known/genid/1e810078e878f93e80e04fb88a5f4c2e,National Gallery,15
Q106522623,woman,1910,Woman With a Fan,1917-1918,Gustav Klimt,http://www.wikidata.org/.well-known/genid/95161d49a0b5ea45ff3f7bdd604ac409,15
Q2712679,"Beatrice Portinari, pigeon, poppy, sundial",1870,Beata Beatrix,1872,Dante Gabriel Rossetti,National Gallery,15
Q2024709,"bench, guitar, man, musician, onion, portrait, singer",1860,The Spanish Singer,1860,Édouard Manet,Metropolitan Museum of Art,15
Q2459887,"Jesus, Render unto Caesar, man, tribute penny",1510,The Tribute Money,1516,Titian,Staatliche Kunstsammlungen Dresden,15
Q2646680,"Christianity, Stephen, executioner, man, stoning, temple",1620,The Stoning of Saint Stephen,1624,Rembrandt,Museum of Fine Arts of Lyon,15
Q2664637,"Jesus, body armor, man",1510,Christ Falling on the Way to Calvary,1515-1516,Raphael,Museo del Prado,15
Q7920648,"Cupid, Eros, Toilet of Venus, Venus, Venus effect, bird's wing, blond hair, bracelet, drapery, earring, female breast, female toplessness, fur, mirror, mirror image, navel, overcoat, pearl, pigtail, putto, ring, sitting, specular reflection, standing, velvet, vespaio, waist-length hair, woman, wreath",1550,Venus with a Mirror,1555,Titian,National Gallery of Art,15
Q2503581,"Christ Child, Dianthus, John the Baptist, Madonna and Child, Mary, boy, woman",1500,Garvagh Madonna,1500-1511,Raphael,National Gallery,15
Q2504917,"Calvaire de Nizon, calvary",1880,The Green Christ,1889,Paul Gauguin,Royal Museums of Fine Arts of Belgium,15
Q2528741,"Jesus, cross, man",1630,Christ Crucified,1632,Diego Velázquez,Museo del Prado,15
Q2533791,"Lucius Junius Brutus, Tiberius Junius Brutus, Titus Junius Brutus, Vitellia, child, drapery, litter, man, maternal bond, portico, seat, statue, table, woman",1780,The Lictors Bring to Brutus the Bodies of His Sons,1789,Jacques-Louis David,Department of Paintings of the Louvre,15
Q16965482,"Carl Bloch, Moritz G. Melchior, bread, cup, fork, house cat, knife, man, osteria, red wine, sitting, tablecloth, woman",1860,In a Roman Osteria,1866,Carl Bloch,Statens Museum for Kunst,15
Q17086791,parallelogram,1910,Red Square,1915,Kazimir Malevich,Russian Museum,15
Q2609235,"Francis of Assisi, angel",1590,Saint Francis of Assisi in Ecstasy,1594,Caravaggio,Wadsworth Atheneum Museum of Art,15
Q22329831,Vincent van Gogh,1880,Self-portrait without beard,1889,Vincent van Gogh,http://www.wikidata.org/.well-known/genid/66b13deaeaf2f7b5e677e320760b0dd9,15
Q23688702,"Q11739004, carafe, flowerpot, fountain, group of humans, man, paper lantern, table, tablecloth, tailcoat, wig, woman",1880,In the Arbour,1882,Aleksander Gierymski,National Museum in Warsaw,15
Q17512050,,1840,The Architect's Dream,1840,Thomas Cole,Toledo Museum of Art,15
Q977777,"Proserpina, pomegranate",1870,Proserpine,1874,Dante Gabriel Rossetti,Tate Britain,15
Q1055117,"Christ Child, Gentile da Fabriano, Mary, Nofri Strozzi, Palla Strozzi, adoration, adoration of the Magi, biblical Magi, boy, falconer, woman",1420,Adoration of the Magi,1423,Gentile da Fabriano,Uffizi Gallery,15
Q1140358,"broad-leaved tree, man, mountain, reading, shepherd, woman",1630,Et in Arcadia ego,1638,Nicolas Poussin,Department of Paintings of the Louvre,15
Q2093283,"Vincent van Gogh, canvas, common sunflower, easel, high-angle shot, man, paintbrush, painter, painting, palette, vase",1880,The Painter of Sunflowers,1888,Paul Gauguin,Van Gogh Museum,15
Q2715353,Jerome,1470,Saint Jerome in His Study,1474,Antonello da Messina,National Gallery,15
Q2721037,"David, David with the head of Goliath, beheaded head, head, man, sword",1600,David with the Head of Goliath,1607,Caravaggio,Kunsthistorisches Museum,15
Q2909916,"Jaffa, Napoleon, courtyard, flag of France, kneeling, lying, man, military officer, military uniform, nudity, plague, pubic hair, sitting, standing",1800,Bonaparte Visiting the Plague Victims of Jaffa,1804,Antoine-Jean Gros,Department of Paintings of the Louvre,15
Q3039856,"Mary Magdalene, Mary of Bethany, book, dress, reading, sitting, veil, woman",1430,The Magdalen Reading,1435,Rogier van der Weyden,National Gallery,15
Q1219698,,1660,Girl Interrupted at her Music,1660,Johannes Vermeer,The Frick Collection,15
Q3203447,"Abies, Félix Gaudy, agony, animal bite, beard, bonnet, boot, cap, cloud, dog, equestrianism, gaiters, horse, hunter, hunting dog, major trauma, man, moustache, musical instrument, parforce horn, parforce hunting, red deer, rural area, sky, snow, standing, tree, whip, winter",1860,Killing a Deer,1867,Gustave Courbet,Musée d'Orsay,15
Q3362985,"anthropomorphism, sex position, sexual intercourse",-2000,Turin Satirical-Erotic Papyrus,2000 BC-1076 BC,,Museo Egizio,15
Q3498655,"Aphrodite, Cupid, Eros, Venus, armpit, bow, caress, contrapposto, dolphin, hairstyle, mirror, mons pubis, naiad, navel, nudity, pubic hair removal, putto, sea, titian hair, twilight, waist-length hair, woman",1800,Vénus Anadyomène,1808,Jean-Auguste-Dominique Ingres,Condé Museum,15
Q3632485,"Bacchanalia, Silenus, cartellino, nudity, nymph, recorder, sailing ship, wine",1520,The Bacchanal of the Andrians,1523-1526,Titian,Museo del Prado,15
Q3751961,"Gustave Courbet, major trauma, man, sword",1840,The Wounded Man,1844,Gustave Courbet,Musée d'Orsay,15
Q3818263,"evening, tree",1900,The Red Tree,1909,Piet Mondrian,Kunstmuseum Den Haag,15
Q3937570,Irène Cahen d'Anvers,1880,Mlle Irene Cahen d'Anvers,1880,Pierre-Auguste Renoir,Foundation E.G. Bührle Collection,15
Q3978277,"Susanna, beard, bird, bracelet, earring, elderly people, garden, hair loss, mirror, navel, nudity, pigtail, pubic hair removal, rose, sitting, standing, tree, trellis, voyeurism, waist-length hair, washing, white hair, woman",1550,Susanna and the Elders,1555,Jacopo Tintoretto,Kunsthistorisches Museum,15
Q4118041,"Lychnis, Papaver rhoeas, bouquet, vase",1880,Poppy Flowers,1887,Vincent van Gogh,Mohamed Mahmoud Khalil Museum,15
Q4126322,"flower, garden, gardening, woman",1880,Memory of the Garden at Etten,1888,Vincent van Gogh,Hermitage Museum,15
Q4157667,,1890,The Demon Seated,1890,Mikhail Vrubel,Tretyakov Gallery,15
Q4233325,,1890,Tree Roots,1890,Vincent van Gogh,Van Gogh Museum,15
Q4373363,"Simonetta Vespucci, red hair, vespaio, waist-length hair, woman",1480,Idealized Portrait of a Lady (Portrait of Simonetta Vespucci as Nymph),1480,Sandro Botticelli,Städel Museum,15
Q4451145,"Bougival, Suzanne Valadon, ball, beard, closed position, coif, couple, dance, dress, man, partner dance, red hair, sitting, smile, standing, straw hat, table, top hat, tree, waltz, woman",1880,Dance at Bougival,1883,Pierre-Auguste Renoir,Museum of Fine Arts Boston,15
Q4478998,Streltsy,1880,Morning of the Execution of the Streltsy,1881,Vasily Surikov,Tretyakov Gallery,15
Q4536026,"Jesus, John the Baptist",1830,The Appearance of Christ Before the People,1837-1857,Alexander Ivanov,Tretyakov Gallery,15
Q4660880,"virginal, woman",1670,A Young Woman Seated at the Virginals,1670,Johannes Vermeer,Leiden Collection,15
Q4680634,"Christ Child, Mary, adoration, adoration of the Magi, biblical Magi, boy, man, woman",1560,The Adoration of the Kings,1564,Pieter Brueghel the Elder,National Gallery,15
Q4717953,"Juan de Pareja, man, portrait",1680,Portrait of Juan de Pareja,1689,Diego Velázquez,Metropolitan Museum of Art,15
Q5967091,"flower, woman",1910,The Virgin,1913,Gustav Klimt,National Gallery Prague,15
Q965822,"Christ Child, Mary, Saint George, angel, boy, man, mother, woman",1490,Madonna della Vittoria,1495-1496,Andrea Mantegna,Department of Paintings of the Louvre,14
Q699319,"Parmigianino, man",1520,Self-portrait in a Convex Mirror,1523-1524,Parmigianino,Kunsthistorisches Museum,14
Q706846,"Qiantang River, mountain, tree",1340,Dwelling in the Fuchun Mountains,1348,Huang Gongwang,National Palace Museum,14
Q713211,,1940,Freedom of Speech,1943,Norman Rockwell,Norman Rockwell Museum,14
Q734082,"Sainte-Adresse, beach, boat, church building, cloud, man, marine art, parasol, sailboat, woman",1860,Regatta at Sainte-Adresse,1867,Claude Monet,Metropolitan Museum of Art,14
Q323141,"Catherine of Alexandria, Coronation of the Virgin, Jakob Heller, Jesus, Self-portraits by Albrecht Dürer, St. James the Elder, Apostle",1610,Heller Altarpiece,1610-1617,http://www.wikidata.org/.well-known/genid/2d4816273de50fdfd8a864d3fe4330ee,Staatliche Kunsthalle Karlsruhe,14
Q664038,"Agathius, Albrecht Dürer, Conrad Celtes, Hadrian, Hermolaus of Nicomedia, Ten thousand martyrs, Willibald Pirckheimer, crucifixion",1500,Martyrdom of the Ten Thousand,1508,Albrecht Dürer,Kunsthistorisches Museum,14
Q94006,Praxedes,1650,Saint Praxedis,1655,Johannes Vermeer,National Museum of Western Art,14
Q797902,"face, smile, waist-length hair, woman",1500,Head of a Woman,1500,Leonardo da Vinci,Galleria nazionale di Parma,14
Q972295,"Battle of Thermopylae, Leonidas I",1810,Leonidas at Thermopylae,1814,Jacques-Louis David,Department of Paintings of the Louvre,14
Q974674,"Christ Child, Mary, angel, boy, woman",1500,The Mystical Nativity,1500,Sandro Botticelli,National Gallery,14
Q970808,"Chemin, Christ Child, Holy Family, Joseph, Mary, aerial perspective, angel, bird's wing, boy, broad-leaved tree, building, cloud, column, donkey, eagle, entablature, flight, herder, horizon, man, mother, mountain, oak, overground still body of fresh water, riparian forest, sky, walking, woman",1650,The Flight into Egypt,1658,Nicolas Poussin,Museum of Fine Arts of Lyon,14
Q507120,"1795–1820 clothing, Caspar David Friedrich, Elbe Sandstone Mountains, Moon, Růžovský vrch, Růžová, Srbská Kamenice, abyss, cloud, day, grass, hat, herb, hiking, jacket, man, mountain, night, rainbow, rock, shoe, sky, tree, trousers, valley, walking stick",1800,Mountain Landscape with Rainbow,1809,Caspar David Friedrich,Museum Folkwang,14
Q839359,"Europae nova descriptio, interior, lute, map, musician, window, woman",1660,Woman with a Lute,1662,Johannes Vermeer,Metropolitan Museum of Art,14
Q389198,"Pyrus, boy, bread, cheese knife, glass, harp, human, inn, laughter, man, monkey, musical instrument, musician, napkin, smile, table, tavern, wine",1610,Three Musicians,1618,Diego Velázquez,Gemäldegalerie,14
Q921429,,1900,The Dessert: Harmony in Red (The Red Room),1907,Henri Matisse,Hermitage Museum,14
Q537640,angel,1920,Angelus Novus,1920,Paul Klee,Israel Museum,14
Q938115,Tadeusz Rejtan,1860,Rejtan,1866,Jan Matejko,Royal Castle in Warsaw,14
Q948745,"Christ Child, Mary, boy, mother, woman",1280,Rucellai Madonna,1285,Duccio di Buoninsegna,Uffizi Gallery,14
Q948894,dress,1880,La Mousmé,1888,Vincent van Gogh,National Gallery of Art,14
Q219344,"Zong massacre, Zorg",1840,The Slave Ship,1840,J. M. W. Turner,Museum of Fine Arts Boston,14
Q232087,"Moon, contre-jour, gaze, light source, man, moonlight, night, oak, rock, sky, windthrow",1810,Two men contemplating the Moon,1810-1820,Caspar David Friedrich,Staatliche Kunstsammlungen Dresden,14
Q574004,"Death, Jesus, Mary, man, woman",1440,Crucifixion and Last Judgement diptych,1440-1441,Jan van Eyck,Hermitage Museum,14
Q2422889,man,1510,Portrait of a Young Man,1513,Raphael,Czartoryski Museum,14
Q2264942,"Jesus, man",1600,The Flagellation of Christ,1607,Caravaggio,Museo di Capodimonte,14
Q2269291,"Christ Child, Mary, boy, mother, woman",1480,Madonna of the Pomegranate,1487,Sandro Botticelli,Uffizi Gallery,14
Q317261,"Albert, Duke in Prussia, Andrzej Kościelecki, Andrzej Tęczyński, Anna Radziwiłł, Bartolommeo Berrecci, Bona Sforza, Frederick II of Legnica, Friedrich von Heydeck, George of Brandenburg-Ansbach, Hedwig Jagiellon, Electress of Brandenburg, Hieronymus Jaroslaw Łaski, Jan Tarnowski, Jan Łaski, Janusz III of Masovia, Józef Szujski, Konstanty Ostrogski, Krzysztof Kreutzer, Krzysztof Szydłowiecki, Mauritius Ferber, Mikołaj Firlej, Olbracht Gasztołd, Piotr Kmita Sobieński, Piotr Opaliński, Piotr Tomicki, Prussian Homage, Przecław Lanckoroński, Seweryn Boner, Sigismund I the Old, Sigismund II Augustus, St. Mary's Basilica, Stańczyk, Teodora Matejko, executor, flag of Poland, helmet, orb, pigeon, soldier, sword, Łukasz II Górka",1870,Prussian Homage,1879-1882,Jan Matejko,National Museum in Kraków,14
Q323032,"Holy Family, Lamentation of Christ, Life of the Virgin, appearance of Jesus to Virgin Mary",1440,Miraflores Altarpiece,1442-1445,Rogier van der Weyden,Gemäldegalerie,14
Q2274267,"Cupid, Eros, Hera, Heracles, Juno, Jupiter, Milky Way, Milky Way as milk from breast of a woman, Zeus, blond hair, boy, bracelet, breast milk, breastfeeding, clothed male, naked female, drapery, eagle, lactation, lightning, navel, peafowl, pubic hair removal, putto, sky, star, woman",1570,The Origin of the Milky Way,1575,Jacopo Tintoretto,National Gallery,14
Q1434332,Parable of the Sower,1550,Parable of the Sower,1557,Pieter Brueghel the Elder,Timken Museum of Art,14
Q642198,"Mary, woman",1480,"The Annunciation, with Saint Emidius",1486,Carlo Crivelli,National Gallery,14
Q2275653,"Raphael, man",1500,Self-portrait with a friend,1500-1600,Raphael,Department of Paintings of the Louvre,14
Q2277635,"Jesus, man",1600,The Raising of Lazarus,1609,Caravaggio,Regional museum of Messina,14
Q1585399,"1795–1820 clothing, Spanish costume, akimbo, chestnut hair, dress, majo / maja, mantilla, sitting, waist-length hair, woman",1800,Portrait of Doña Isabel de Porcel,1800-1805,Francisco Goya,National Gallery,14
Q1652981,"Lucretia, Sextus Tarquinius, clothed male, naked female, curtain, man, rape of Lucretia",1570,Tarquin and Lucretia,1571,Titian,Fitzwilliam Museum,14
Q1759759,"Leonardo Loredan, man",1500,Portrait of Doge Leonardo Loredan,1500-1502,Giovanni Bellini,National Gallery,14
Q2088930,"Maria del Rosario Weiss, brown hair, headscarf, milkmaid, shawl, sitting, woman",1820,The Milkmaid of Bordeaux,1827,Francisco Goya,Museo del Prado,14
Q2466780,"Pecten maximus, Venus, Venus Anadyomene, cloud, female breast, hip, mons pubis, navel, nudity, pubic hair removal, sea, sky, standing, waist-length hair",1520,Venus Anadyomene,1520,Titian,National Galleries Scotland,14
Q2631335,"Christ Child, Jerome, Mary, angel, book, boy, mother, woman",1510,Madonna with the Fish,1513-1514,Raphael,Museo del Prado,14
Q2478403,"Aquilegia, Ginevra d'Este, Margherita Gonzaga, vase, woman",1430,Portrait of a Princess,1435-1440,Pisanello,Department of Paintings of the Louvre,14
Q7232319,"Carthusian Order, beard, man, monk, portrait",1440,Portrait of a Carthusian,1446,Petrus Christus,Metropolitan Museum of Art,14
Q7232350,Anna Carbentus van Gogh,1880,Portrait of the Artist's Mother,1888,Vincent van Gogh,Norton Simon Museum,14
Q8067460,"Bartolommeo Berrecci, Bona Sforza, Bálint Bakfark, Hans Beham, Jan Chojeński, Sigismund Bell, Sigismund I the Old, Sigismund II Augustus, Stańczyk",1870,The Hanging of the Sigismund bell at the Cathedral Tower in 1521 in Kraków,1874,Jan Matejko,National Museum in Warsaw,14
Q10908882,"La Grenouillère, Paris, Seine, boat, tree",1870,La Grenouillère,1875,Pierre-Auguste Renoir,Nationalmuseum,14
Q2529918,"Saint George, dragon, fight with dragon, man",1500,Saint George and the Dragon,1500-1505,Raphael,Department of Paintings of the Louvre,14
Q2535486,"Christ Child, Mary, boy, mother, woman",1500,Tempi Madonna,1508,Raphael,Bavarian State Painting Collections,14
Q2535563,man,1510,Portrait of a Cardinal,1510-1511,Raphael,Museo del Prado,14
Q2567058,"Jesus, man",1490,Christ Carrying the Cross,1490-1510,Hieronymus Bosch,Kunsthistorisches Museum,14
Q2706250,woman,1510,The Ugly Duchess,1513,Quinten Metsys,National Gallery,14
Q2622161,"Saint George, aureola, body armor, broad-leaved tree, combat, damsel in distress, dragon, dress, horse, kneeling, man, prayer, rural area, sky, spear, sword, tower",1500,Saint George and the Dragon,1505,Raphael,Hermitage Museum,14
Q18620351,"Jeanne Demarsy, parasol",1880,Spring,1881,Édouard Manet,J. Paul Getty Museum,14
Q20828882,"Fountain of Youth, dance",1540,The fountain of youth,1546,Lucas Cranach the Elder,Gemäldegalerie,14
Q1115613,"Christ Child, Mary, mother, woman",1500,Madonna del Prato,1505-1506,Giovanni Bellini,National Gallery,14
Q1118465,"Christ Child, Jesus, Mary, angel, boy, landscape painting, mother, vegetation, woman",1890,Ia Orana Maria,1891,Paul Gauguin,Metropolitan Museum of Art,14
Q1122537,"Jupiter, Neptune, Pluto",1590,"Jupiter, Neptune and Pluto",1599,Caravaggio,Villa Ludovisi,14
Q2627810,water carrier,1620,The Waterseller of Seville,1620,Diego Velázquez,Victoria and Albert Museum,14
Q2126369,Lisa del Giocondo,1500,Mona Lisa,1507-1516,http://www.wikidata.org/.well-known/genid/c527fd00e1515b2856164c8a3441dfce,Museo del Prado,14
Q1192090,"absinthe, bottle, cup, man, shoe, standing, top hat, trousers",1850,The Absinthe Drinker,1859,Édouard Manet,Ny Carlsberg Glyptotek,14
Q1192436,"chicken coop, garden, sky, tree, watering can",1920,The Farm,1920-1922,Joan Miró,National Gallery of Art,14
Q1199809,,1900,The Fourth Estate,1901,Giuseppe Pellizza da Volpedo,Galleria d'arte moderna di Milano,14
Q2713671,"Christ Child, Mary, boy, woman",1500,Canigiani Holy Family,1505-1506,Raphael,"Johann Wilhelm, Elector Palatine",14
Q2714237,"Annunciation, Gabriel, Lilium, Mary, angel, buildings, landscape, lectern, window, wing, woman",1480,Cestello Annunciation,1489,Sandro Botticelli,Uffizi Gallery,14
Q2715302,"Christ Child, Mary, Saint Anne, Virgin and Child with Saint Anne, barefoot, brown hair, chignon, décolletage, headscarf, snake, waist-length hair",1600,Madonna and Child with Saint Anne,1605,Caravaggio,Galleria Borghese,14
Q2721080,,1600,Our Lady of the Gate of Dawn,1600,http://www.wikidata.org/.well-known/genid/026f2ce75e56dcf932a0bbaeccbf5c12,Q18937512,14
Q2734679,"Fillide Melandroni, Martha, Mary Magdalene, waist-length hair, woman",1590,Martha and Mary Magdalene,1598,Caravaggio,Detroit Institute of Arts,14
Q3212360,"Castelnau-le-Lez, Pinales, broad-leaved tree, dress, sitting, stripe, terrace, village, woman",1860,La Robe rose,1864,Frédéric Bazille,Musée d'Orsay,14
Q3220204,kiss,1790,The Stolen Kiss,1790,Jean-Honoré Fragonard,Hermitage Museum,14
Q2736334,"Witches' Sabbath, goat, witch",1790,Witches' Sabbath,1798,Francisco Goya,Lázaro Galdiano Museum,14
Q2909909,"Armée d'Orient, Napoleon, The Great Sphinx, bicorne, equestrianism, gaze, horse, man, military uniform, plain, profil perdu, sky",1860,Bonaparte Before the Sphinx,1867,Jean-Léon Gérôme,Hearst Castle,14
Q2985455,"Louis-François Bertin, collar, fauteuil, jacket, man, meander, necktie, trousers, vest, wall, watch",1830,Portrait of Monsieur Bertin,1832,Jean-Auguste-Dominique Ingres,Department of Paintings of the Louvre,14
Q3035829,"bird, birdcage, boy, house cat, portrait, sash, string",1780,Don Manuel Osorio de Zuniga,1787,Francisco Goya,Metropolitan Museum of Art,14
